Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,country
31 34 Queen s Gate Kensington and Chelsea London SW7 5JA United Kingdom,8/3/2017,8.2,The Queens Gate Hotel, United Kingdom ,19,2516,17,3,6.3,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 2 nights ']",0 days,51.4981225,-0.1799693,United Kingdom
31 35 Langham Street Westminster Borough London W1W 6BU United Kingdom,8/2/2017,7.9,Grange Langham Court Hotel, United Kingdom ,0,754,63,1,9.6,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1 days,51.5189077,-0.1421957,United Kingdom
31 36 Leicester Square Westminster Borough London WC2H 7LH United Kingdom,7/28/2017,8.7,Radisson Blu Edwardian Hampshire, Finland ,22,1543,7,11,7.1,"[' Leisure trip ', ' Family with young children ', ' Superior Double or Twin Room ', ' Stayed 4 nights ']",6 days,51.509963,-0.129797,United Kingdom
31 Avenue George V 8th arr 75008 Paris France,7/15/2017,9.3,Four Seasons Hotel George V Paris, United States of America ,10,450,36,1,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe King Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",19 days,48.8687512,2.3001692,France
31 Great Cumberland Place Westminster Borough London W1H 7TA United Kingdom,8/3/2017,8.1,The Marble Arch London, United Kingdom ,0,1567,29,1,10.0,"[' Business trip ', ' Solo traveler ', ' Deluxe Single Room ', ' Stayed 1 night ']",0 days,51.5151247,-0.1600656,United Kingdom
31 rue de la Folie M ricourt 11th arr 75011 Paris France,7/28/2017,9.3,H tel Fabric, Iceland ,0,344,32,1,10.0,"[' Leisure trip ', ' Group ', ' Club Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",6 days,48.8629329,2.3723823,France
31 Rue de Surene 8th arr 75008 Paris France,7/17/2017,8.8,H tel du Minist re, Australia ,50,949,45,3,9.2,"[' Leisure trip ', ' Family with young children ', ' Suite Duplex ', ' Stayed 3 nights ']",17 days,48.8712877,2.3191903,France
31 St Thomas Street Southwark London SE1 9QU United Kingdom,8/2/2017,9.4,Shangri La Hotel at The Shard London, United Arab Emirates ,12,2200,49,2,10.0,"[' Leisure trip ', ' Couple ', ' Deluxe King Room with City View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1 days,51.5044972,-0.0855562,United Kingdom
32 rue des Ecoles 5th arr 75005 Paris France,7/16/2017,8.2,Hotel Les Bulles De Paris, United Kingdom ,55,712,13,2,5.8,"[' Leisure trip ', ' Couple ', ' Classic Double or Twin Room ', ' Stayed 2 nights ']",18 days,48.849147,2.3471935,France
32 rue des Saints P res 7th arr 75007 Paris France,8/1/2017,9.0,Acad mie H tel Saint Germain, United Kingdom ,27,855,5,6,8.8,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room with Spa Bath ', ' Stayed 1 night ']",2 days,48.855263,2.3305901,France
32 Rue Greuze 16th arr 75016 Paris France,7/27/2017,8.5,Plaza Tour Eiffel, South Africa ,2,266,96,15,10.0,"[' Leisure trip ', ' Family with young children ', ' Superior Room ', ' Stayed 2 nights ']",7 days,48.8645647,2.2821827,France
33 37 Hogarth Road Kensington and Chelsea London SW5 0QQ United Kingdom,8/3/2017,8.4,Park Grand London Kensington, United States of America ,35,4660,124,1,8.8,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ']",0 days,51.4938468,-0.1917582,United Kingdom
33 Albemarle Street Mayfair Westminster Borough London W1S 4BP United Kingdom,3/23/2017,9.1,Rocco Forte Brown s Hotel, Austria ,19,127,22,6,9.6,"[' Leisure trip ', ' Couple ', ' Junior Suite ', ' Stayed 4 nights ']",133 day,51.5090558,-0.1421661,United Kingdom
33 avenue de Friedland 8th arr 75008 Paris France,7/29/2017,7.9,Royal Hotel Champs Elys es, Saudi Arabia ,30,983,3,3,4.6,"[' Leisure trip ', ' Solo traveler ', ' Classic Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",5 days,48.8740463,2.300196,France
33 Avenue Du Docteur Arnold Netter 12th arr 75012 Paris France,6/2/2017,7.8,Best Western Allegro Nation, Poland ,33,354,6,1,5.8,"[' Business trip ', ' Solo traveler ', ' Special Offer Double Room 3 nights minimum ', ' Stayed 3 nights ']",62 days,48.8430891,2.4049867,France
33 avenue George V 8th arr 75008 Paris France,5/1/2017,9.0,Prince de Galles a Luxury Collection hotel Paris, United States of America ,29,171,0,2,7.1,"[' Leisure trip ', ' Group ', ' Art Deco Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",94 days,48.869143,2.3006526,France
33 Beaufort Gardens Kensington and Chelsea London SW3 1PP United Kingdom,8/2/2017,8.8,The Beaufort, United States of America ,0,510,72,10,8.3,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1 days,51.4978466,-0.164156,United Kingdom
33 Boulevard du Montparnasse 6th arr 75006 Paris France,7/20/2017,8.5,H tel La Parizienne by Elegancia, Saudi Arabia ,26,672,5,12,6.3,"[' Leisure trip ', ' Family with young children ', ' Adjacent Double Rooms ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",14 days,48.8450894,2.3209503,France
33 place de la Madeleine 8th arr 75008 Paris France,6/29/2017,8.4,Madeleine Plaza, Australia ,15,836,24,3,7.5,"[' Leisure trip ', ' Couple ', ' Cosy Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",35 days,48.8710402,2.3248014,France
33 Roland Gardens Kensington and Chelsea London SW7 3PF United Kingdom,7/23/2017,8.0,Blakes Hotel, Saudi Arabia ,28,190,31,6,7.5,"[' Leisure trip ', ' Couple ', ' Luxury Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",11 days,51.4892447,-0.1803196,United Kingdom
33 Rue Cambon 1st arr 75001 Paris France,7/10/2017,8.7,Castille Paris Starhotels Collezione, United States of America ,35,808,57,2,10.0,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 1 night ', ' Submitted from a mobile device ']",24 days,48.8682978,2.3268027,France
33 Rue Dauphine 6th arr 75006 Paris France,7/27/2017,9.4,H tel D Aubusson, United States of America ,16,941,12,3,10.0,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",7 days,48.8547329,2.3395277,France
33 rue Marbeuf 8th arr 75008 Paris France,7/11/2017,8.5,Hotel Oscar, India ,12,408,15,2,8.8,"[' Leisure trip ', ' Family with young children ', ' Deluxe Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",23 days,48.8694755,2.3046954,France
33 rue Raymond Losserand 14th arr 75014 Paris France,7/31/2017,7.7,Best Western Bretagne Montparnasse, Bulgaria ,0,1540,31,1,7.9,"[' Leisure trip ', ' Group ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",3 days,48.8354314,2.321142,France
335 337 High Street Stratford Newham London E15 2TF United Kingdom,8/3/2017,9.0,The Westbridge Hotel, United Kingdom ,28,1200,10,1,8.3,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",0 days,51.5373904,-0.0023367,United Kingdom
335 337 Old Street Hackney London EC1V 9LL United Kingdom,8/3/2017,8.9,Courthouse Hotel Shoreditch, United Kingdom ,2,477,30,8,10.0,"[' Leisure trip ', ' Couple ', ' Dalston King ', ' Stayed 1 night ', ' Submitted from a mobile device ']",0 days,51.5273442,-0.0796152,United Kingdom
336 337 Strand London Westminster Borough London WC2R 1HA United Kingdom,8/2/2017,9.2,ME London by Melia, United Kingdom ,36,1017,0,1,5.4,"[' Leisure trip ', ' Couple ', ' Superior Double Room with Balcony and City View ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1 days,51.511879,-0.118552,United Kingdom
34 37 Bedford Place Bloomsbury Camden London WC1B 5JR United Kingdom,8/2/2017,8.1,Grange Clarendon Hotel, United Kingdom ,35,823,5,2,7.5,"[' Leisure trip ', ' Family with young children ', ' Double Room ', ' Stayed 2 nights ']",1 days,51.5197933,-0.1241844,United Kingdom
34 44 Barkston Gardens Kensington and Chelsea London SW5 0EW United Kingdom,8/3/2017,9.1,Hotel Indigo London Kensington, Australia ,13,975,111,24,10.0,"[' Leisure trip ', ' Couple ', ' Queen Room ', ' Stayed 7 nights ']",0 days,51.4920287,-0.1917801,United Kingdom
34 Avenue Porte d Asni res 17th arr 75017 Paris France,7/17/2017,7.9,Novotel Paris 17, United Kingdom ,24,750,122,3,4.2,"[' Leisure trip ', ' Couple ', ' Executive Queen Room with Eiffel Tower View ', ' Stayed 2 nights ']",17 days,48.8920485,2.3023791,France
34 Lombard Road Battersea London SW11 3RF United Kingdom,8/2/2017,8.0,Rafayel Hotel Spa, United Kingdom ,5,1378,39,1,6.3,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room ', ' Stayed 2 nights ']",1 days,51.4703604,-0.1779869,United Kingdom
34 Norfolk Place Paddington Westminster Borough London W2 1QW United Kingdom,8/3/2017,7.9,Norfolk Towers Paddington, United Kingdom ,63,4065,219,3,7.5,"[' Leisure trip ', ' Couple ', ' Suite ', ' Stayed 1 night ', ' Submitted from a mobile device ']",0 days,51.5162883,-0.1721078,United Kingdom
34 Rue de Buci 6th arr 75006 Paris France,7/16/2017,9.0,Artus Hotel by MH, Australia ,2,261,64,8,9.6,"[' Leisure trip ', ' Couple ', ' Standard Double Room Ground Floor ', ' Stayed 2 nights ']",18 days,48.8535639,2.3360169,France
34 rue de Moscou 8th arr 75008 Paris France,7/30/2017,8.9,Best Western Premier Kapital Op ra, Canada ,12,1444,43,1,9.6,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",4 days,48.8814425,2.3235592,France
34 Rue Fontaine 9th arr 75009 Paris France,6/29/2017,8.4,Timhotel Op ra Blanche Fontaine, Netherlands ,38,466,5,19,5.0,"[' Business trip ', ' Solo traveler ', ' Double Room Single Use ', ' Stayed 1 night ']",35 days,48.8825781,2.3334805,France
34 rue Jean Mermoz 8th arr 75008 Paris France,7/20/2017,9.1,H tel Amastan Paris, Australia ,39,102,56,4,10.0,"[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",14 days,48.8716831,2.3123759,France
34 Rue Viala 15th arr 75015 Paris France,7/31/2017,8.8,H tel Gustave, United States of America ,50,625,78,1,9.6,"[' Leisure trip ', ' Group ', ' Classic Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",3 days,48.8502052,2.289043,France
346 348 Edgware Road Westminster Borough London W2 1EA United Kingdom,7/19/2017,6.6,Best Western Maitrise Hotel Edgware Road, United Kingdom ,60,461,23,1,4.6,"[' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",15 days,51.521148,-0.171346,United Kingdom
35 39 St Georges Drive Westminster Borough London SW1V 4DG United Kingdom,8/3/2017,8.4,Georgian House Hotel, United Kingdom ,3,918,46,7,9.6,"[' Business trip ', ' Solo traveler ', ' Standard Double Twin Room ', ' Stayed 1 night ']",0 days,51.490724,-0.143868,United Kingdom
35 Boulevard de la tour Maubourg 7th arr 75007 Paris France,7/5/2017,7.9,Best Western Tour Eiffel Invalides, India ,11,364,104,1,7.5,"[' Leisure trip ', ' Couple ', ' Comfort Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",29 days,48.8593152,2.3104179,France
35 Charles Street Mayfair Westminster Borough London W1J 5EB United Kingdom,8/3/2017,9.1,The Chesterfield Mayfair, United Kingdom ,8,1166,27,4,10.0,"[' Leisure trip ', ' Couple ', ' Classic King Twin Room ', ' Stayed 2 nights ']",0 days,51.5076899,-0.1471358,United Kingdom
35 Ixworth Place Kensington and Chelsea London SW3 3QX United Kingdom,7/28/2017,8.2,My Chelsea, Saudi Arabia ,22,1003,55,12,9.2,"[' Leisure trip ', ' Group ', ' Superior Double Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",6 days,51.4919083,-0.1684398,United Kingdom
35 Rue Benjamin Franklin 16th arr 75016 Paris France,7/19/2017,8.0,Eiffel Trocad ro, United Arab Emirates ,40,435,45,11,6.3,"[' Leisure trip ', ' Travelers with friends ', ' Deluxe Twin or Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",15 days,48.8613055,2.2862823,France
35 Rue Caumartin 9th arr 75009 Paris France,7/30/2017,8.9,Hotel Saint Petersbourg Opera, United Arab Emirates ,20,2412,25,27,7.9,"[' Leisure trip ', ' Group ', ' Superior Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",4 days,48.872174,2.328075,France
35 Rue De Berri 8th arr 75008 Paris France,7/15/2017,8.7,H tel Champs lys es Plaza, United States of America ,0,343,35,8,10.0,"[' Leisure trip ', ' Couple ', ' Executive Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",19 days,48.8737043,2.3061477,France
35 Rue Jean Goujon 8th arr 75008 Paris France,7/27/2017,8.1,Melia Paris Tour Eiffel, Saudi Arabia ,28,241,14,4,7.9,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",7 days,48.8651994,2.3045076,France
35 Rue La Bruy re 9th arr 75009 Paris France,7/31/2017,8.3,Timhotel Op ra Grands Magasins, India ,26,466,8,11,7.1,"[' Leisure trip ', ' Family with young children ', ' Comfort Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",3 days,48.8794682,2.3334957,France
35 St James s Place Westminster Borough London SW1A 1NY United Kingdom,7/20/2017,8.6,Dukes Hotel, United States of America ,3,210,57,15,8.8,"[' Solo traveler ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",14 days,51.5055381,-0.1396885,United Kingdom
350 Oxford Street Westminster Borough London W1C 1BY United Kingdom,8/3/2017,8.1,Radisson Blu Edwardian Berkshire, Indonesia ,33,1600,2,13,5.8,"[' Business trip ', ' Solo traveler ', ' Standard Double Twin Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",0 days,51.5146025,-0.1481978,United Kingdom
354 Queenstown Road Battersea London SW8 4AE United Kingdom,8/2/2017,8.6,Pestana Chelsea Bridge Hotel Spa, United Kingdom ,14,1686,56,9,9.6,"[' Leisure trip ', ' Solo traveler ', ' Deluxe King Room ', ' Stayed 1 night ']",1 days,51.4815995,-0.1481053,United Kingdom
36 37 Lancaster Gate Westminster Borough London W2 3NA United Kingdom,8/3/2017,8.4,Arbor Hyde Park, United Arab Emirates ,26,2140,40,3,10.0,"[' Leisure trip ', ' Solo traveler ', ' Club Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",0 days,51.5126488,-0.1803795,United Kingdom
36 38 Rue Du Moulin 92170 Paris France,7/9/2017,7.7,Mercure Paris Porte De Versailles Expo, Sweden ,0,462,34,1,7.9,"[' Leisure trip ', ' Family with young children ', ' Privilege Room with 1 Queen Size bed ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",25 days,48.8268251,2.2912033,France
36 Great st Helens City of London London EC3A 6AP United Kingdom,8/2/2017,7.4,Great St Helen Hotel, United States of America ,91,1328,33,6,7.9,"[' Leisure trip ', ' Family with young children ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1 days,51.5149583,-0.0823869,United Kingdom
36 rue de Saint Quentin 10th arr 75010 Paris France,8/3/2017,9.2,Hotel Whistler, Australia ,0,115,40,1,10.0,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ']",0 days,48.879314,2.3560185,France
36 rue du Grenier Saint Lazare 3rd arr 75003 Paris France,7/11/2017,8.8,Hotel Georgette, United States of America ,29,307,5,2,10.0,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",23 days,48.8632723,2.352691,France
36 rue Pierre Demours 17th arr 75017 Paris France,8/2/2017,8.1,Westside Arc de Triomphe Hotel, United States of America ,45,1738,41,3,8.3,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 6 nights ']",1 days,48.8811741,2.2948337,France
36 rue Saint Ferdinand 17th arr 75017 Paris France,8/2/2017,8.3,Etoile Saint Ferdinand, Greece ,24,560,17,9,9.2,"[' Leisure trip ', ' Group ', ' Classic Double or Twin Room ', ' Stayed 1 night ']",1 days,48.8777895,2.2872498,France
36 Rue Saint Marc 2nd arr 75002 Paris France,7/14/2017,9.3,H tel Saint Marc, United Kingdom ,0,377,47,15,9.6,"[' Business trip ', ' Solo traveler ', ' Superior Room Swimming Pool Hammam Access upon reservation ', ' Stayed 2 nights ']",20 days,48.8708863,2.3382128,France
368 370 Green Lanes London N4 1DA United Kingdom,7/27/2017,7.5,United Lodge Hotel and Apartments, United Kingdom ,8,714,33,1,7.5,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ']",7 days,51.5743549,-0.0977567,United Kingdom
37 Avenue De La Motte Picquet 7th arr 75007 Paris France,6/12/2017,8.8,H tel Le Walt, Canada ,0,257,53,13,10.0,"[' Leisure trip ', ' Group ', ' Classic Double Room ', ' Stayed 3 nights ']",52 days,48.8547161,2.306642,France
37 Avenue Hoche 8th arr 75008 Paris France,6/10/2017,9.3,H tel Le Royal Monceau Raffles Paris, Spain ,0,119,31,34,10.0,"[' Leisure trip ', ' Solo traveler ', ' Superior Room with Spa Access Free Wifi ', ' Stayed 1 night ']",54 days,48.8756359,2.3004967,France
37 Eccleston Square Westminster Borough London SW1V 1PB United Kingdom,7/30/2017,8.5,Eccleston Square Hotel, United Kingdom ,42,369,0,2,4.6,"[' Leisure trip ', ' Couple ', ' Superior King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4 days,51.4911924,-0.1449474,United Kingdom
37 Nottingham Place Westminster Borough London W1U 5LT United Kingdom,8/2/2017,8.2,Nottingham Place Hotel, Israel ,19,580,65,34,7.9,"[' Leisure trip ', ' Couple ', ' Duplex ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1 days,51.522143,-0.153385,United Kingdom
37 rue Fran ois 1er 8th arr 75008 Paris France,7/24/2017,8.1,Hotel Claridge Paris, South Africa ,40,724,50,21,10.0,"[' Leisure trip ', ' Couple ', ' Deluxe Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",10 days,48.8684243,2.3036244,France
372 Strand Westminster Borough London WC2R 0JJ United Kingdom,8/3/2017,8.1,Strand Palace Hotel, United States of America ,44,9568,55,14,8.3,"[' Leisure trip ', ' Family with young children ', ' Cosy Double Room ', ' Stayed 9 nights ', ' Submitted from a mobile device ']",0 days,51.5110993,-0.1208673,United Kingdom
38 rue de l Echiquier 10th arr 75010 Paris France,7/29/2017,9.1,H tel L Echiquier Op ra Paris MGallery by Sofitel, United Kingdom ,75,666,27,1,6.3,"[' Business trip ', ' Solo traveler ', ' Classic Room with Queen Bed ', ' Stayed 1 night ', ' Submitted from a mobile device ']",5 days,48.8719889,2.3492913,France
38 Rue Du Faubourg Saint Honore 8th arr 75008 Paris France,8/3/2017,7.2,H tel De Castiglione, Oman ,14,1168,53,12,9.2,"[' Leisure trip ', ' Travelers with friends ', ' Prestige Triple Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",0 days,48.8691758,2.3205807,France
380 Kensington High Street Kensington and Chelsea London W14 8NL United Kingdom,8/3/2017,7.4,Hilton London Olympia, United Kingdom ,38,1786,13,1,7.5,"[' Leisure trip ', ' Couple ', ' Twin Guest Room ', ' Stayed 1 night ']",0 days,51.4967399,-0.2064723,United Kingdom
39 40 Bedford Place Bloomsbury Camden London WC1B 5JT United Kingdom,6/29/2017,8.5,Grange Buckingham Hotel, Mexico ,29,128,20,1,7.9,"[' Leisure trip ', ' Couple ', ' Standard Double Studio ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",35 days,51.5196124,-0.1239628,United Kingdom
